album,artist,country,label,year
"<a class=""needs_changes"" href=""/master/809013-Lady-Collage/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",US,Orac Records,2006
Rosenkranz,Mike Ink,Finland,Sähkö Recordings,1994
Index,Parallel 9,Belgium,Music Man Records,2000
Planetrax Vol. 1,Disposable,Belgium,Diatomyc,1997
From The Deep EP,Spektre,UK,Respekt Recordings,2009
"<a href=""/master/163894-Seventynine/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Switzerland,Cadenza,2009
Mr. Minimus EP,Pandemonium (10),Argentina,Miniatura Records,2009
Alba EP,Mihalis Safras,Germany,Trapez LTD,2011
White Shark,Mr.Dee,Russia,Deep-X Recordings,2012
Platz Rufus EP,La Place Au Soleil,Germany,Plong!,2006
Psychometry 1.1-3.2 Remixes By Thomas Brinkmann & Process,Akufen,Germany,Trapez,2002
Compresión,Sebastian Roya,Germany,Connaisseur Supérieur,2006
Suki EP,Barem,Netherlands,Phonocult,2007
Wishmountain,Wishmountain,"UK, Europe & US",Antiphon,1998
Mixte,Philippe Cam,Germany,Traum Schallplatten,2000
Electric Lime,Sound Sculpture Project,US,Qubit Sound,2008
Minimal Nation,Robert Hood,US,M-Plant,2009
Untitled,*,US,Docile Recordings,2012
Lost In Space,Entity,US,Resource Records,2002
Alleluyark Vol_1,Ark,France,Circus Company,2003
St. Emilion,*,Germany,Nummer-Schallplatten,2003
Too Much Leisure (Remix EP),Hansen & DJ Daniel,Denmark,Tic Tac Toe Records,2004
Waschbeckenbodengymnastik,Berk Offset,Germany,Snork Enterprises,2013
Concorde EP,Morten Fresh,Denmark,MIS Records,2004
Shinjuku Skyline,Simon Flower,Germany,Curl Curl,2007
Discord,Geoff White,Germany,Force Inc. Music Works,2003
Tora Bora,Toktok,Germany,Hörspielmusik,2003
Moveable Parts Chapter 1,Robert Hood,US,M-Plant,1995
AM - Receiver,Source Unknown,Germany,Tatsu Recordings,2001
Re:connected 005,Andreas Jørnvil,Denmark,Re:connected,2008
Born Again (Collected Remixes 1999-2005),Sutekh,UK,Leaf,2005
U Can Get Sonar,Matchbox (4),Germany,Kindisch,2008
Basking In The Brakelights,Baby Ford,Germany,Force Inc. Music Works,2003
Mary Jane Kelley,Akufen,Canada,Revolver Recordings,2000
Nice To Meet You EP,Daniele Papini,Germany,Systematic (3),2008
Pmf Acht,Frank Martiniq,Germany,Mehrwert Records,2000
Salmiakki,Sami Koivikko,Germany,Shitkatapult,2003
Disciple / Self Life,Victorville,Germany,Klang Elektronik,2007
Sound Travelling,Shinedoe,Netherlands,100% Pure,2006
Funkelnagelneu,Stereofunk (2),Germany,Bondage Music,2008
Toilettes In Nightclubs,Whim-Ee,Argentina,Miniatura Records,2009
Lift Off EP,Piet Bender,Germany,Fassade Records,2008
Plastic Facility,Solieb,Germany,Maschine,2005
Stock The Confusion,Nasty Chamber,Germany,Maschine,2007
Minimize To Maximize,Various,Canada,M_nus,2005
Watergate 01,Onur Özer,Germany,Watergate Records,2008
Im Wandel Der Zeit,Reinhard Voigt,Germany,Kompakt,2001
Getting Even,Losoul,Germany,Playhouse,2004
Mala Cosa,Christian Dittmann,Germany,Persona Records,2007
Behind The Stars,Pantha Du Prince,Germany,Dial,2009
Selfmade,Various,Germany,Yuki Yaki,2009
Bastard Language EP,Nihil Young,UK,8 Sided Dice Recordings,2009
Cities & Colors,Martin Hayes (3),Germany,Etui Records,2009
CN Tower,Jake Fairley,Germany,Sender Records,2001
Molecule,Monobox,France,Logistic Records,2003
Magik,Harry Axt,Germany,Grand Petrol Recordings,2006
The Ursupator,Hansen & DJ Daniel,Denmark,3rd Floor Records,2005
Static Bubbles,Phage & Daniel Dreier,Germany,Highgrade Records,2007
Lust,Jennifer Cardini,France,Human,2005
Cute & Cult,Agoria,Europe,Different,2005
Typerope EP,Mathew Jonson,Canada,Itiswhatitis Recordings,2003
Versionist Carmot,Deadbeat,Canada,Wagon Repair,2008
Dross Glop 1,Battles,UK & Europe,Warp Records,2012
The World Is Asleep,Agaric (2),Sweden,Kontra-Musik,2006
ForGS,Ono (13),Japan,elementperspective,2016
Overtone EP,Shawn Rudiman,US,Integrated Recordings,2003
Like A Pen,The Knife,Sweden,Rabid Records,2006
Schmuts EP,The Subliminal Kid,Netherlands,Ann Aimee,2008
New Horizon,Move D & Benjamin Brunn,Germany,Smallville Records,2008
Wander To Hell,Vaal (2),Italy,Afterlife (6),2016
Bulbshot,Bead,US,Chondritic Sound,2017
Focux,Taylor Deupree,Japan,Lantern,2011
Addict EP,Diss0nance,US,Unfoundsound,2006
Nighttime World Volume 1,Robert Hood,Austria,Cheap,1995
"<a href=""/master/18460-Escapements/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Belgium,Music Man Records,2008
Fabric 39,Robert Hood,UK,Fabric (2),2008
Sunstroke,Trentemøller,Germany,Poker Flat Recordings,2005
Swirl,*,US,Ovum Recordings,2007
Wrong Way / Abysmal Depth,Abstract Elements,UK,Exit Records (7),2010
Moonapark EP,Seuil,Canada,New Kanada,2010
The Remixes Pt.05,Traversable Wormhole,Germany,CLR (2),2010
Expressions Remixes,Max Cooper,Germany,Traum Schallplatten,2010
Rumors,Ambivalent,Canada,M_nus,2010
Luna,*,Germany,Systematic (3),2011
Best Of Nadja Lind,Nadja Lind,Germany,Lucidflow,2011
Cryptic,F.l.o. (2),Lithuania,Cold Tear Records,2012
Compression E.P.,Jens Zimmermann,Germany,Snork Enterprises,2009
Knockz,DJ Ripper,Poland,Ecstasy Records,1999
Netwaves 3.31: Santos Resiak,Santos Resiak,Belgium,Netwaves,2009
Animal Territory,*,Germany,Shitkatapult,2008
Arsequake,Yonder Kids,Germany,Source Records (2),1999
Pullpush,*,Germany,M_nus,2009
Electronic Adventures,Richie Hawtin,UK,Mixmag,2006
Jawa,Jorge Ciccioli,Germany,Rrygular,2011
Misbehave / Sister 1,Den (2),UK,Multi Vitamins,2006
Goldseries 1,Man-D.A.,Italy,Goldseries,2007
Degenerate,Stewart Walker,US,Persona Records,2002
Waite Park,Paul Birken,US,HiPass,1999
Tulenkantaja,Uusitalo,Finland,Huume,2006
The Body Of Christ EP,D-Knox,UK,Magic Trax,1997
Life Signs EP,Todd Bodine,Germany,Tresor,2005
Lunar Specimen Part 1,*,Germany,Alpha,1998
Purple EP,Dario Zenker,Spain,Esperanza,2011
Cassecade EP,Michal Ho,Germany,Junion,2007
Un/Mute EP,Minz,Switzerland,Perspectiv,2007
On The Run,Gary Beck,UK,Edit Select Records,2009
Untitled,God Gun Zero,Germany,TV-Whatever,1997
No Lotion,Various,UK,Opal Tapes,2013
Walking On The Moog,Tom Novy,Germany,Parquet Recordings,2012
Keloid,Makaton,UK,Rodz-Konez,2001
The Right Time,Mark Henning,UK,Hypercolour,2009
Mainzelgroove,Klartraum,Germany,Lucidflow,2010
New Dawn EP,Sirko Mueller,UK,Rewired,2002
Circles EP,Samim & Michal,Germany,Kindisch,2007
High School Graffiti,*,US,Scion Audio/Visual,2011
Stream Horse,*,Germany,Laka,2008
Fire,Deepchild,Germany,Trapez,2010
The Hustler,Jack-Tronic,UK,Peacefrog Records,1994
Disco LP,Unit Moebius,Germany,Disko B,1995
Auge Um Auge,Heckmann & Henze,Germany,Federation Of Drums,2002
The Fly,Gecko,Germany,Wavescape,2005
+ - 0 (Plus Minus Null),Marow,Germany,Mille Plateaux,2011
Birds Of Pressure,Total Planet Refreshment,Germany,Kanzleramt,1996
Icke Wieder,Paul Kalkbrenner,Europe,Paul Kalkbrenner Musik,2011
OK,Alex Smoke,UK,Soma Quality Recordings,2005
Easy Forms,Misc.,Germany,Force Tracks,2001
"<a class=""needs_changes"" href=""/master/417067-Tanaka/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Belgium,Music Man Records,1996
Labyrinths EP,El Kid,UK,No Corner,2014
Volkwein,Philipp Armbruster,Germany,Monaberry,2015
Never Again EP,Mark Broom,Netherlands,Playmobil Series,2008
The Surgeon General,Bob Ostertag,US,Eaux,2012
In Between,Marek Hemmann,Germany,Freude Am Tanzen,2009
Bolzplatz E.P.,T.Raumschmiere,Germany,Kompakt,2000
Schöne Neue Extrawelt,Extrawelt,Germany,Cocoon Recordings,2008
Spanish Breakfast,Rone,France,Infiné,2009
Fuse Presents Steve Bug,Steve Bug,Belgium,Music Man Records,2007
Time E.P.,youANDme,Germany,Snork Enterprises,2009
Blow It Out,Robert Armani,Italy,ACV,1995
Contact,Sven Väth,Europe,Virgin,2000
Ring,Koss,Japan,Soundofspeed,2001
Chronicles Of Never,Marcin Czubala,Germany,Mobilee,2008
Diorama,Dominik Eulberg,Germany,Traum Schallplatten,2011
Selected Works 1982-1992 ,The Tapes,UK,Ecstatic,2016
Swallowed Too Much Bass,Paris The Black Fu,Germany,Poker Flat Recordings,2009
Untitled,MRI,Germany,Force Tracks,2000
Untitled,Various,Germany,Force Lab,2000
King Of Bass,Frank Hunter,UK,Mono,2000
Ressurector,Obtane,US,Synewave,2008
Terse,*,US,Proper Trax,2013
Transfer,Ratio,Austria,Central,1995
Dutch Flowers,Plateau,US,Hypnotic,1997
REKIDS Mixed By Radio Slave,Radio Slave,Japan,P-Vine Records,2007
Tremors,Superskin,Austria,Sama Recordings,2014
A / B,Jens Zimmermann,Germany,Snork Enterprises,2009
Something Is Not Right,Jean-Paul Bondy,Germany,Compost Records,2006
Uno EP,Alex Young (5),Colombia,Kraft Records,2010
Medicine Show EP,DJ ESP,UK,Primevil,2002
Donut,M.A.N.D.Y. Vs. Booka Shade,UK,Living The Dream,2010
Inca EP,Minilogue,Germany,Wir,2007
Melodicuckoo,Miskate,France,"Roman,Photo",2006
Nueva York,Jesper Dahlbäck,Sweden,Blank LTD,1999
For Sunking,Astrophunk,Netherlands,Tracking You Down,1998
The Payback,Kareem,US,Zhark Recordings,1996
Under The Ground E.P.,Various,Germany,Feinwerk,2007
Cinemascope,Monolake,Germany,Monolake / Imbalance Computer Music,2001
Deep-X Vol.3,Various,Russia,Deep-X Recordings,2008
Groove - The Compilation Volume 2,Various,Germany,S3 Frankfurt,1997
Keimola E.P.,Kentolevi,Austria,Cheap,1996
Push,Thomas Gwosdz,Germany,Braintist Records,2000
2,Various,Germany,Indigo Silver Club,2010
Outer Space,Boris Brejcha,Germany,Harthouse Digital,2007
MDMemily / Fladdermus,Confetti Bomb,UK,Autoreply Music,2010
The Fridge,Alter Ego,Germany,Klang Elektronik,2003
Decoding The Hacker Myth Remixed Pt. 2,Alter Ego,Germany,Klang Elektronik,2006
Theken EP,Various,Germany,Eintakt,2007
The End Of Us,Hells Kitchen,Russia,Aura Music (3),2012
Be My Binge,Shaded (2),US,SCI + TEC Digital Audio,2012
Planetary Resources Vol 1,Various,Germany,Space (7),2013
Blind Spot,Lish,Italy,Stereoseven Plus,2010
Forward Funk,Monkey B,Germany,Snork Enterprises,2008
Cook It,Pornbugs,Germany,Bondage Music,2007
Minimal Techno 4,Marc Depulse,Germany,ZYX Music,2008
Jolie EP,Laps,Germany,Smallville Records,2007
Voidiov EP,Seph (2),Spain,11:00 a.m.,2007
She's A Drummer EP,Seuil,Germany,Einmaleins Musik,2007
Auftrieb EP,Alexander Roland,Germany,Karmarouge,2006
Klockworks 02,Klockworks,Germany,Klockworks,2012
Emilia EP,Microtrauma,Germany,Traum Schallplatten,2011
Psilence,Tomas Jirku,Canada,basic_sounds,2011
Happy Thursday EP,Ali Khan,Germany,Kahlwild,2007
Disco Nap,Marc Miroir,Germany,Paso Music,2011
MDRL 2,Roman Lindau,Germany,Fachwerk,2010
Delay 6,Sutekh,US,Delay,2002
Deception De Real (Remixes),Tim Xavier,US,Clink Music,2007
Only A Plant Can Help Me.,Marcoerre,US,Unfoundsound,2006
Dude Bond 334,Lee Van Dowski & Quenum,UK,Soma Quality Recordings,2006
do.mi.no 04,Marco Carola,Germany,Domestic Minimal Noise,2005
Slave To The Beat (Remixes),Eric Sneo,Germany,Terminal M,2006
Plane,Savinto,UK,Planet Rhythm Records,1997
Remixes,Planetary Assault Systems,Germany,Ostgut Ton,2009
Never Let Me Go,Evan Marc,Canada,Thoughtless Music,2007
Watson EP,Donor / Truss,Switzerland,Dilek Records,2009
Rotor EP,Tête,Germany,Innervisions,2010
NRSB Session,Bjørn Svin,Germany,Simple Muzik,2000
Selected-Edits 4,Various,UK,Select Edits Records,2014
Modern Dance,Jacek Sienkiewicz,Germany,Cocoon Recordings,2009
Don't Go Home EP,Kellerkind,Switzerland,Flash Recordings,2008
Sam Und Er / Womde!,Dario Zenker,Germany,Vakant,2008
Exit Sounds,c4 (10),Poland,Bellyofthehermitcrab Records,2008
Bar 25 Tage Ausserhalb Der Zeit,Various,Germany,BAR25,2012
Molloy EP,Douglas Greed,Germany,Elster Records,2006
Tin Of Worms,Baby Ford,UK,Autoreply Music,2009
Caim In Bird Form,Basic House,US,Digitalis Recordings,2013
Schraub E.P.,Keinzweiter,Germany,440Hz,2001
DNA Remixes Part 1,Andrea Crestani,Hungary,Minimal And Melodies Remixes,2009
Marianne,Matijay,Panama,Parsec Records,2010
SSREXTRA26,Sascha Müller,Germany,Super 6 Records,2014
SSREXTRA23,*,Germany,Super 6 Records,2014
160 Minutes Of Marco Bailey,Marco Bailey,Germany,T:Classixx,2004
2001-4,H.E.I.M. Elektronik,Germany,Holzplatten,1998
Liberacion EP,Luciano Esse & Toni D,UK,Safari Electronique,2009
DoradoAceiteMotor,Tadeo,Spain,Cmyk Musik,2006
Untitled,A Made Up Sound,Germany,Acido Records,2015
Now,Splinter,UK,Eukatech,1997
Playtime,Slander Fall,Russia,EXID RECORDS,2011
Debaya,Exercise One,Germany,Mobilee,2006
Esraj,Ahmet Sisman,Belgium,LesIzmo:r,2009
See You Around,Margaret Dygas,Germany,Non Standard Productions,2008
Bad Bass EP,*,Germany,Smallroom Music,2009
10th Part II,Various,Spain,Mindshake Records,2010
Narita,Svreca,Spain,Semantica Records,2015
Pacha - The World's Favourite Club - Summer 2010,Various,Switzerland,Sirup,2010
Io Teckno Style Vol 1,Various,Italy,Polena Records,2010
Since We Last Met,Ndf,UK,DFA,2010
Geschichten Aus Jemineh EP,Micha Klang,Germany,Glückskind Schallplatten,2007
Minimal Nation,Robert Hood,US,M-Plant,1999
Transphormer,Alter Ego,Germany,Klang Elektronik,2002
The Dance (Remixed 2),Sebastian Mullaert,Sweden,Kontra-Musik,2016
Pulse Locker EP,Josh Humphrey,Germany,Palette Recordings,2012
Condition EP,Audio Injection,France,Silent Steps Records,2011
"<a class=""needs_changes"" href=""/master/223267-Atlantis/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Serbia,Sintegra Music,2007
Body Conscious,Max Duley,UK,ARC(ANE),2000
The End Has Begun,Joel Mull,US,Railyard Recordings,2007
Dependency 1-6,Pellarin,Germany,Yuki Yaki,2005
Museo Mix,Marcexl,Germany,Kreislauf,2007
The Right Side Of Life,Static (2),US,Indulge Records,1997
Raw Power,Ray Rellewnetsew,Germany,Boxhamster,2001
The Remixed,Jake,Germany,Combination Records,2005
Caos Trip,Brain Telescope,Italy,Models Inc.,1995
On The Road,Jacek Sienkiewicz,Germany,Cocoon Recordings,2011
Iceberg IV,Various,Canada,CCCLTD.CA,2015
Dancing In The Night,Tom Larson (2),Germany,Kreislauf,2007
Soul Static Bureau,Norken,UK,Beau Monde,1999
Minerals,Secret Cinema,Netherlands,Gem Records (6),2011
Slide EP,Sideshow,UK,Simple Records,2004
The Vegetarian,Puke Slaughter,Germany,Formic Records,1995
"<a class=""needs_changes"" href=""/master/174274-The-Compilation-EP-The-Third-Bass/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Belgium,Re-load Records,1997
Habitat,Fabrizio Maurizi,Canada,M_nus,2009
Cosmic Sandwich,Steve Barnes,Germany,My Best Friend,2004
Micromix 72,Ferik,Italy,Micromix,2006
Micromix 70,Ferik,Italy,Micromix,2006
Woof Woof,Dan Deacon,UK,Amazing Sounds,2010
Gisela / Heidi,Thomas Brinkmann,Germany,Ernst,1998
Frozen Border 10,#.4.26.,UK,Frozen Border,2011
Deep Field Transmission,Sender Berlin,Germany,Snork Enterprises,2012
Evolve / Submerge,DVS1,US,HUSH (6),2011
Collaborations,Sutekh,Germany,Force Lab,2001
SP Sirona Family Mix,Various,France,Sirona-Records,2013
Polygon Bug,Maetrik,US,Iron Box Music,2007
Electric Mistress,Kamaflarge,UK,Tortured Records,1999
Mensico,Mensico,Spain,Múpa,2007
Endlich 50,Various,Germany,Super 6 Records,2010
Hidden Source,Daniele Papini,Germany,Break New Soil,2009
Batch 0000,R.E.C,UK,SM-LL,2015
Helen Cornell,Chelonis R. Jones,Germany,Systematic (3),2007
Fat Mama Roks E.P.,Luka & Lazo,Germany,Mo's Ferry Prod.,2005
Close Up - RMXs,Dapayk & Padberg,Germany,Mo's Ferry Prod.,2006
Waiting For So Long,K.atou,UK,Lick My Deck,2008
Many Things Can Distract ,Nacho Monetto,Germany,BlueCode Records,2010
The Road ,Annos Woland,Germany,BlueCode Records,2011
Mr.Nice / Cut The Crap,DJ Emerson,Germany,Spinclub Recordings,2008
Sentossa E.P,*,Germany,Nummer-Schallplatten,2009
"Not That, But This EP",John Tejada & Justin Maxwell,Germany,Trapez,2011
Deal With It,Spektre,Spain,Suruba Records,2008
The Climate Flu EP,Duckett,UK,Disappear Here,2007
Svart Och Eller Vit,*,Sweden,G-Force Records (5),1998
Helado En Globos E.P.,Funzion,Spain,11:00 a.m.,2008
Friends With Benefits Vol. 1,Various,Germany,Mineral Musica,2006
Oblivion,Manuel Fuentes,Germany,Minimal Sound Noise,2006
Tentacular,Bond & Blome,Germany,Sender Records,2006
Evaluated (An Album Of Remixes),TSTI,France,Desire Records (4),2014
Colorseries,Donnacha Costello,Germany,Minimise,2007
Post Office,Various,France,Telegraph,2002
Sense Place EP,Romano Alfieri,Italy,Globox,2008
Bugged Out Presents Suck My Deck,Damian Lazarus,UK,Resist Music,2005
03,Antisept,Germany,Trope Recordings,1997
"<a class=""needs_changes"" href=""/master/921844-The-Great-Confuso-EP/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",UK & US,Sacred Bones Records,2015
Rails,Atlas (19),UK,Wires,2010
One Force / Orakel,*,Germany,Overdrive,2007
Active Agent,Roland Bone,Germany,Harthouse Mannheim,2007
Spherique [Sferik],Emmanuel Top,UK,NovaMute,1996
At It,Shebuzzz,Hungary,Moira Audio Recordings,2016
Rote Boje - Mixture,Adda Schade,Germany,Different Trains Records,2012
"Horology 2 - Clockdva, The Future & Radiophonic Dvations",Clock DVA,Germany,Vinyl-on-demand,2015
Earthling,X-Rated Angels,Germany,Monostress Blue,1996
Housemusic / State Of Mind,*,Germany,Lo-Fi Stereo,2007
Lights From The Inside,Gregor Tresher,Germany,Break New Soil,2011
Doppelwhipper Rmxe,Gabriel Ananda,Germany,Platzhirsch Schallplatten,2007
Die Zauberhafte Welt Der Anderen,Voigt & Voigt,Germany,Kompakt,2013
Crystal,Coma (16),Germany,Kompakt,2009
The Four Seasons,Quenum,Belgium,Toys For Boys Records,2006
Novum,Benny Rodrigues,Germany,Smallville Records,2010
In The City,Various,Germany,Souvenir,2011
Concentricity Remixes,Stewart Walker,Germany,Persona Records,2007
Light And Dark Part Four,Mike Parker,UK,Light And Dark,2002
And Answer,*,Canada,M_nus,2006
More!,Booka Shade,Europe,Get Physical Music,2010
Internal Error Remixes,3ST vs. Dash,Germany,Rampe D,2001
Squeeks & Kaoss EP,Active Sense,US,Immigrant,2007
Desperado,Funk D'Void,UK,Soma Quality Recordings,2001
Anatomy,Anatomy (7),US,Not On Label (Anatomy (7) Self-Released),2018
Crumbs,Marc Neyen,Canada,Archipel,2007
Circo Loco @ DC10,Tania Vulcano,UK,Mixmag,2007
Aleae,Arandel,France,Infiné,2017
Balance Presents Electric_05,Emerson Todd,Australia,EQ Recordings,2010
Mandancer EP,Oliver Kapp,US,Indulge Records,1998
Black Pearl,Bloody Mary (3),Germany,Contexterrior,2009
Ooger,Oz Artists,Iceland,Æ Recordings,1998
"<a class=""needs_changes"" href=""/master/180085-Trapez-100/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Trapez,2009
Untitled,AON Flux,Sweden,We Are,2005
Yage,Secret Werewolf,Canada,Steel City Records,1996
White Lice,Phil Kieran,UK,Soma Quality Recordings,2006
Futur II,Various,Germany,Giegling,2012
Akatsuki EP,Parallax Deep,Sweden,Maraton—records,2018
Written In Lipstick,Sid LeRock,Germany,Ladomat 2000,2004
Theory Of Interpretation: A Mastermix By Ben Sims,Ben Sims,UK,Theory Recordings,2001
Lotos Land,Sascha Funke,Germany,Endless Flight,2017
State Of The Union EP,Various,US,Spectral Sound,2002
Shingaling,Vincent Thomas,Germany,Great Stuff Recordings,2008
min2MAX,Various,Canada,M_nus,2006
DJ Is Not A Machine / Part Of A Perpetual Motion,Roebin de Freitas,Belgium,Curle Recordings,2007
Kaiku,Kiki,Germany,BPitch Control,2009
One Way One Night,DJ Lukas,Switzerland,D3,1998
Polaroid,Monolake,Germany,DIN,2001
Total 7,Various,Germany,Kompakt,2006
A Thousand Nights Part 3,Gregor Tresher,Germany,Great Stuff Recordings,2008
Gris Oveja,Alex Under,Spain,Cmyk Musik,2004
Every Dot And Tittle,Sutekh,Germany,Source Records (2),2000
C30,Jens Zimmermann,Germany,International Freakshow,2008
Tulkinta,Ø,Finland,Sähkö Recordings,1997
"<a class=""needs_changes"" href=""/master/210354-Ultra-Chromosom-24/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Weave Music,2006
Summer On Mars e.p.,Popof,France,Notorious Elektro,2008
Baked,Pig & Dan,UK,Topmodel Records,2009
Like A Sadhu EP,Luca Bacchetti,Canada,Wagon Repair,2007
Absorb,Braincell,Germany,Harthouse Mannheim,2008
Don't Push Me / Zoo,Kleep,Germany,Klang Elektronik,2008
O-Pen,Martinez,Denmark,Concealed Sounds,2015
New Brutalism,Rainer Veil,UK,Modern Love,2014
Swap,Lawrence,Germany,Ladomat 2000,2005
Remixes From The Periphery,Matt O'Brien,UK,Off-key Industries,2010
Clicky,Dose 97,Netherlands,Filet De Vinyl,0
Formation,Cicada Nebula,Greece,Instruction 137,2018
Psycho Drums,Johen,Germany,Trapped,2001
7.1,Various,Germany,The Studio Stereo,2014
Jambala / Lost In The Sun,Chris Jackson,Portugal,Labrynth,2002
